carat,cut,color,clarity,depth,table,price,x,y,z
0.76,Ideal,G,SI2,62.3,55,2489,5.83,5.89,3.65
1.05,Very Good,G,SI1,59.7,58,5019,6.6,6.66,3.96
0.73,Premium,E,VS1,61.2,58,3311,5.83,5.77,3.55
0.33,Very Good,G,VS2,59.4,61,579,4.49,4.53,2.68
0.34,Ideal,F,VS1,62.1,57,956,4.53,4.49,2.8
1.13,Ideal,G,VVS1,61.2,57,9049,6.65,6.72,4.09
0.3,Ideal,H,VVS1,62.2,55,665,4.3,4.32,2.68
1.52,Ideal,H,VS2,61.8,55.1,11333,7.38,7.42,4.58
1.55,Fair,F,SI1,59.7,66,10217,7.59,7.47,4.49
0.3,Premium,G,VVS2,62.1,59,878,4.27,4.23,2.64
0.7,Very Good,G,VS1,60.1,60,3017,5.73,5.76,3.45
2,Premium,F,SI2,61.5,59,11413,8.03,7.95,4.92
0.92,Very Good,D,SI2,60.2,61,3057,6.27,6.32,3.79
1.2,Premium,G,VS2,62.4,59,7405,6.74,6.68,4.19
0.7,Very Good,H,SI1,63.3,58,2048,5.61,5.64,3.56
0.82,Very Good,G,VS2,59.8,56,3535,6.13,6.18,3.68
0.58,Premium,G,VS2,62.2,58,2297,5.35,5.32,3.32
0.9,Good,G,SI1,62.5,62,4008,6.04,6.09,3.79
0.35,Very Good,D,SI1,60.1,61,644,4.56,4.59,2.75
0.73,Ideal,E,VS1,61.2,57,3620,5.85,5.8,3.57
1.01,Premium,F,VS1,62.5,58,7465,6.37,6.42,4
0.38,Very Good,F,VVS1,61.7,56,1087,4.63,4.66,2.86
1,Good,F,VS2,62.1,61,6030,6.31,6.38,3.94
0.31,Ideal,G,VS2,61.4,57,698,4.37,4.33,2.67
0.34,Ideal,H,IF,61.6,54,863,4.49,4.53,2.78
0.98,Premium,F,SI2,61.8,58,4308,6.37,6.32,3.92
0.46,Ideal,G,SI1,61.4,56,990,4.97,4.99,3.06
0.7,Ideal,I,SI2,61.5,53,1702,5.74,5.77,3.54
1.14,Premium,F,SI2,60.8,58,5008,6.79,6.74,4.11
0.31,Premium,F,VVS1,62.4,60,959,4.31,4.28,2.68
0.33,Premium,E,VS2,61,60,723,4.43,4.46,2.71
0.3,Good,H,SI1,63.7,57,554,4.28,4.26,2.72
0.32,Ideal,I,VS2,62.5,57,576,4.39,4.35,2.73
1.29,Premium,I,VS2,62.2,57,6279,7.01,6.97,4.35
0.58,Good,F,VS1,62.2,62,2084,5.37,5.44,3.36
0.4,Ideal,I,VS2,62.4,53,667,4.75,4.77,2.97
1.62,Premium,F,SI1,60.1,58,11733,7.63,7.59,4.57
0.27,Very Good,E,VS1,62.9,56,470,4.12,4.15,2.6
0.52,Ideal,E,SI1,62.1,54,1341,5.17,5.2,3.22
1.5,Ideal,I,SI1,62.7,57,8291,7.21,7.3,4.55
0.86,Very Good,E,VS2,62.3,56,4665,6.05,6.08,3.78
0.7,Premium,G,SI1,63,56,2386,5.68,5.65,3.57
1.02,Ideal,G,VS2,62.5,58,6410,6.36,6.44,4
0.52,Very Good,E,SI1,59.3,59,1438,5.26,5.3,3.13
0.7,Ideal,F,VS2,61.8,54,2671,5.68,5.71,3.52
1.03,Premium,F,SI1,60.9,60,4579,6.52,6.45,3.95
0.5,Ideal,E,VS1,61.9,54.1,1759,5.09,5.15,3.17
0.4,Very Good,E,SI1,62.8,59,737,4.64,4.69,2.93
0.7,Premium,E,SI1,61.2,60,2444,5.71,5.69,3.49
0.7,Ideal,H,SI2,62.1,55,2110,5.69,5.72,3.54
1.01,Premium,E,VS2,62.5,58,6606,6.44,6.4,4.01
0.54,Ideal,E,VS2,60.5,56,1754,5.26,5.28,3.19
1.08,Very Good,H,VS2,62.2,57,5155,6.5,6.55,4.06
0.71,Very Good,E,SI2,63.3,57,2225,5.65,5.69,3.59
1.32,Ideal,I,VS1,61.2,57,7480,7.06,7.12,4.34
0.41,Very Good,H,VS1,62.8,59,827,4.73,4.64,2.94
0.38,Ideal,H,VS1,60.6,57,871,4.7,4.73,2.85
2.01,Good,G,SI1,60.1,61,18374,8.04,8.12,4.86
1.12,Premium,H,SI2,62.4,58,4065,6.58,6.63,4.12
1.01,Ideal,J,VS2,61.1,56,4617,6.49,6.51,3.97
1.04,Very Good,F,SI2,62.4,54,4364,6.46,6.53,4.05
0.34,Ideal,D,VS2,62.3,55,805,4.45,4.48,2.78
0.55,Very Good,E,VVS1,61.2,57,2585,5.27,5.29,3.23
0.57,Ideal,I,VS2,61.9,57,1410,5.3,5.33,3.29
1.86,Very Good,H,SI1,62.6,58,14383,7.77,7.82,4.88
0.3,Very Good,G,VS1,61.4,58,605,4.32,4.35,2.66
0.57,Ideal,G,VVS2,60.5,56,1976,5.36,5.38,3.25
0.31,Ideal,G,VS1,61.6,55,596,4.37,4.4,2.7
1,Premium,E,SI1,61.6,59,5500,6.38,6.41,3.94
0.7,Very Good,H,VS1,62.1,56,2422,5.65,5.68,3.52
0.51,Ideal,H,VS2,61.3,57,1385,5.14,5.16,3.16
0.33,Ideal,D,SI1,62.5,54,780,4.44,4.43,2.77
0.28,Ideal,G,VS1,62.1,55,490,4.22,4.25,2.63
1.54,Ideal,I,VS2,60.2,59,9600,7.52,7.57,4.54
0.3,Ideal,E,SI2,62.1,55,401,4.3,4.33,2.68
1,Good,D,SI2,57.8,58,4218,6.55,6.61,3.8
0.26,Ideal,F,IF,62,56,733,4.07,4.1,2.53
0.64,Ideal,F,VS2,62.3,56,2419,5.51,5.53,3.44
0.54,Premium,I,VVS2,60.9,59,1944,5.28,5.26,3.21
2.27,Ideal,G,SI1,61.1,60,18343,8.46,8.42,5.16
0.4,Very Good,E,SI1,63.5,55,882,4.71,4.67,2.98
0.31,Ideal,D,SI1,61.8,56,571,4.34,4.37,2.69
0.64,Very Good,H,VVS2,60,59,2060,5.59,5.65,3.37
1.01,Premium,D,VS1,61.1,56,6733,6.43,6.36,3.91
1.14,Premium,I,SI1,60.1,60,4788,6.81,6.76,4.08
0.53,Ideal,H,VS1,61.9,55,1731,5.18,5.21,3.22
0.28,Ideal,E,VS1,62,57,598,4.17,4.2,2.59
0.5,Ideal,F,SI2,60.5,56,1118,5.17,5.19,3.14
0.53,Ideal,I,VS2,62,55,1236,5.16,5.19,3.21
0.9,Ideal,J,VS1,61.6,55,3587,6.24,6.27,3.85
0.56,Ideal,D,VVS1,61.9,56,3465,5.28,5.32,3.28
0.36,Ideal,E,SI1,62.4,55,810,4.55,4.52,2.83
0.27,Very Good,E,VS1,60.2,58,470,4.19,4.22,2.53
1,Fair,J,SI1,64.7,52,3780,6.35,6.3,4.09
0.91,Good,F,SI1,63.7,58,3924,6.17,6.1,3.91
0.32,Ideal,G,VS1,62.3,56,828,4.39,4.37,2.73
0.3,Premium,H,VS1,61,58,675,4.31,4.28,2.62
0.6,Premium,H,I1,62.1,62,835,5.33,5.27,3.3
0.71,Very Good,I,SI2,60.4,59,2003,5.76,5.79,3.49
0.52,Ideal,E,VS2,61.9,56,1689,5.12,5.16,3.18
0.25,Premium,E,VVS2,62.5,59,576,4.02,4.05,2.52
1.21,Ideal,G,VS1,62.7,54,8759,6.79,6.83,4.27
0.3,Premium,H,SI1,61.2,60,421,4.29,4.31,2.63
1.51,Fair,E,VS2,65,58,12829,7.06,7.12,4.61
0.71,Premium,E,SI1,62.7,58,2853,5.73,5.66,3.57
1.02,Ideal,F,VS2,62,56,7326,6.42,6.45,3.99
0.72,Premium,J,SI1,60.9,57,1579,5.84,5.78,3.54
0.3,Very Good,E,VS2,61.6,54,600,4.29,4.32,2.65
1.19,Very Good,F,SI1,60.8,59,6526,6.85,6.89,4.18
1.02,Very Good,E,VVS1,60.2,60,10641,6.39,6.54,3.89
0.58,Ideal,G,SI2,62.2,55,1343,5.4,5.36,3.35
0.3,Ideal,D,SI1,62.5,57,709,4.28,4.26,2.67
1.2,Ideal,F,VS2,62.3,55,8334,6.79,6.83,4.24
1.27,Premium,F,VVS1,62.5,56,13320,6.99,6.93,4.35
0.39,Premium,D,VVS2,61.1,60,1290,4.7,4.66,2.86
0.41,Ideal,E,VS1,61.8,57,1079,4.76,4.79,2.95
0.71,Ideal,I,SI1,61.6,55,2319,5.72,5.74,3.53
0.7,Premium,E,SI2,62.1,57,2376,5.68,5.6,3.5
0.7,Very Good,D,VS1,61.5,55,3239,5.7,5.74,3.52
0.7,Premium,G,SI1,59,62,2352,5.77,5.75,3.4
1.01,Ideal,E,SI2,61.1,57,4666,6.48,6.52,3.97
1.01,Very Good,H,SI2,63.4,57,3592,6.39,6.32,4.03
0.3,Premium,G,SI1,61.4,57,574,4.35,4.31,2.66
0.38,Ideal,G,SI1,62.4,57,666,4.62,4.65,2.89
0.24,Very Good,F,SI1,60.9,61,404,4.02,4.03,2.45
0.32,Ideal,E,VVS1,61.6,56,954,4.41,4.42,2.72
0.81,Premium,I,VVS2,61.9,60,2795,5.91,5.86,3.64
1.66,Very Good,E,SI1,61.7,58,12818,7.52,7.59,4.66
1.22,Premium,H,VS1,62.7,56,7105,6.82,6.74,4.25
1.01,Good,F,VVS2,63.6,60,6932,6.31,6.36,4.03
0.7,Good,F,SI2,58.1,61,2020,5.76,5.8,3.36
0.4,Ideal,G,SI2,62.1,57,648,4.72,4.75,2.94
0.52,Ideal,D,VVS2,59.9,57,2334,5.28,5.21,3.14
0.55,Premium,E,SI2,61.9,58,1185,5.2,5.24,3.23
0.54,Very Good,D,VS2,60.5,59,1885,5.24,5.28,3.18
0.53,Ideal,E,SI2,60.9,57,1315,5.23,5.21,3.18
0.42,Very Good,H,VVS1,63.9,56,1042,4.73,4.75,3.03
1.03,Ideal,G,SI1,61.6,55,5518,6.48,6.52,4
0.3,Ideal,H,SI1,62.9,57,554,4.27,4.22,2.67
0.71,Premium,D,SI1,61.4,58,2913,5.75,5.79,3.54
0.37,Premium,F,SI2,60.2,60,624,4.7,4.6,2.8
0.4,Premium,G,VVS2,61.3,59,980,4.78,4.74,2.92
3.01,Ideal,J,I1,65.4,60,16538,8.99,8.93,5.86
1.29,Premium,I,SI1,62.1,58,6140,7.07,6.91,4.34
0.33,Ideal,D,VVS2,61.1,56,955,4.44,4.46,2.72
0.4,Very Good,F,SI1,62.3,57,737,4.67,4.74,2.93
0.35,Very Good,H,SI1,63.3,54,647,4.53,4.51,2.86
0.3,Ideal,H,IF,61.8,55,1013,4.31,4.3,2.66
1.5,Fair,D,SI2,68.8,57,7469,6.9,6.86,4.73
2.07,Premium,I,SI2,60.5,60,15055,8.32,8.27,5.02
0.3,Premium,J,VS1,61.2,61,506,4.33,4.3,2.64
0.61,Premium,H,VS2,62.8,59,1719,5.44,5.3,3.37
0.55,Very Good,F,SI1,63.6,57,1271,5.17,5.21,3.3
1.2,Very Good,J,SI1,61.8,57.7,5083,6.78,6.91,4.23
0.29,Very Good,F,VS1,59.1,60,504,4.33,4.36,2.57
0.5,Very Good,H,SI1,62.9,58,1068,5.01,5.04,3.16
0.81,Good,G,SI2,59.2,64,2474,6.11,6.15,3.63
1.25,Very Good,I,SI1,62.1,58,5699,6.86,6.9,4.27
2.52,Premium,H,SI2,62.4,57,17522,8.72,8.66,5.43
1,Premium,E,VS2,63,58,7168,6.25,6.22,3.93
1.5,Fair,E,SI1,58.2,66,11128,7.45,7.4,4.32
1.05,Ideal,G,VS2,60.8,57,6604,6.65,6.58,4.02
0.42,Very Good,G,SI1,62.9,54,737,4.79,4.81,3.02
0.41,Ideal,E,VS1,62,54,1079,4.76,4.79,2.96
0.3,Premium,I,SI1,61.6,59,506,4.34,4.29,2.66
0.9,Good,I,VS2,63.7,61,3303,6.06,6.1,3.87
0.41,Ideal,E,VS1,61.3,55,990,4.8,4.83,2.95
0.72,Ideal,H,VVS2,61.7,55,3417,5.77,5.8,3.57
1.67,Ideal,G,VS1,61.5,55,16643,7.62,7.67,4.7
1.52,Very Good,H,SI1,60.9,59,9642,7.43,7.49,4.54
0.9,Very Good,H,VS2,62.6,58,3989,6.14,6.22,3.87
1.01,Very Good,E,VS2,62.9,58,6666,6.36,6.39,4.01
1.02,Ideal,G,SI2,61.4,54,4398,6.55,6.52,4.01
0.4,Very Good,G,VVS1,61.7,58,1123,4.69,4.71,2.9
0.53,Premium,G,SI1,61.3,58,1363,5.21,5.16,3.18
1.01,Ideal,E,SI2,62.4,56,4808,6.43,6.39,4
0.36,Very Good,G,VVS2,59.5,56,858,4.68,4.73,2.8
1,Premium,F,SI2,62.4,61,4155,6.34,6.32,3.95
0.42,Ideal,D,VVS1,61.8,55,1621,4.85,4.83,2.99
0.82,Premium,F,SI1,61.1,60,3080,6.02,5.96,3.66
0.24,Premium,D,VS2,61.4,55,485,4.05,3.99,2.47
1.11,Ideal,E,VVS1,61.3,54,12725,6.68,6.72,4.11
0.75,Fair,E,VS2,56,67,2940,6.18,6.08,3.43
0.92,Ideal,E,SI1,61.4,55,4183,6.29,6.25,3.85
2.01,Premium,H,VS2,61.1,61,15528,8.14,8.09,4.96
1.14,Ideal,H,SI1,62.2,57,4916,6.73,6.67,4.17
0.31,Ideal,F,VVS1,61.6,55,975,4.36,4.41,2.7
0.3,Premium,E,VS2,62.6,62,788,4.25,4.21,2.65
0.38,Ideal,E,VS1,60.7,56,933,4.7,4.72,2.86
1.01,Premium,G,VS2,58.5,61,6108,6.57,6.52,3.83
1.1,Ideal,J,SI1,62.2,55,4275,6.62,6.65,4.13
0.91,Ideal,E,VVS1,61.7,56,9636,6.18,6.23,3.83
0.23,Very Good,E,VVS2,59.4,61,505,4.01,4.04,2.39
1.68,Ideal,D,SI2,62.7,55,11147,7.45,7.58,4.71
1.25,Premium,H,SI1,62.2,57,6783,6.91,6.85,4.28
0.33,Ideal,G,VVS2,61.3,56,730,4.46,4.48,2.74
0.58,Ideal,D,VS2,61.5,56,2590,5.37,5.4,3.31
0.54,Premium,D,SI1,60.2,62,1720,5.31,5.25,3.18
0.31,Ideal,D,VS2,62.1,54,804,4.4,4.36,2.72
0.92,Premium,H,VS2,59.6,59,3916,6.32,6.29,3.76
0.3,Ideal,G,VVS2,61.8,57,665,4.29,4.32,2.66
0.43,Ideal,E,SI1,62.3,57,1016,4.82,4.78,2.99
0.3,Ideal,D,VS2,60.9,57,710,4.32,4.35,2.64
0.3,Ideal,D,VVS1,61.1,57,1000,4.34,4.36,2.66
0.37,Ideal,I,VVS2,61.9,54,632,4.62,4.66,2.87
1.52,Premium,H,SI1,62.5,58,10330,7.34,7.28,4.57
1.01,Premium,F,SI1,62.2,59,5249,6.36,6.41,3.97
0.25,Very Good,F,VVS2,59.3,59,548,4.15,4.18,2.47
0.79,Premium,G,VS1,62.3,56,3053,5.94,5.87,3.68
0.3,Ideal,F,IF,62.4,58,886,4.25,4.28,2.66
1.04,Ideal,E,SI2,61.1,56,5067,6.55,6.51,3.99
0.38,Ideal,E,SI1,62.1,55,685,4.64,4.67,2.89
0.3,Very Good,I,VVS2,61.9,61,526,4.28,4.32,2.66
1.51,Fair,D,VS2,66,57,15152,7.17,7.08,4.7
0.57,Ideal,I,IF,61,55,1779,5.38,5.41,3.29
0.5,Fair,G,VS1,66.5,58,1234,4.99,4.9,3.29
1.01,Good,I,I1,63.1,57,2844,6.35,6.39,4.02
0.91,Ideal,E,SI2,61.5,56,3898,6.23,6.2,3.82
2.01,Good,F,SI2,62.9,58,16013,7.89,8.01,5
0.32,Premium,H,VS2,60.6,58,648,4.47,4.44,2.7
0.7,Premium,D,SI1,61.4,59,2218,5.67,5.64,3.47
1.01,Very Good,G,VS1,62.2,53,6613,6.48,6.54,4.05
0.32,Ideal,F,VVS1,62,56,867,4.37,4.41,2.72
0.41,Ideal,H,VS1,61.9,56,827,4.75,4.78,2.95
0.3,Very Good,D,SI2,61.8,58,447,4.29,4.32,2.66
0.34,Premium,E,SI2,61.5,58,477,4.49,4.52,2.77
1.55,Ideal,G,SI2,60.7,55,9530,7.54,7.51,4.57
0.9,Good,H,SI2,63.5,58,2889,6.09,6.14,3.88
1.15,Ideal,G,SI2,62.3,56,4927,6.75,6.67,4.18
0.76,Ideal,E,SI2,61.6,55,2680,5.87,5.92,3.63
1.73,Ideal,F,VS1,62.1,57,16131,7.73,7.64,4.77
1.09,Ideal,G,VS2,62.4,55,7081,6.61,6.56,4.11
1.51,Fair,H,VS1,58,67,11263,7.63,7.57,4.41
0.5,Very Good,F,VS2,61.4,59,1615,5.1,5.12,3.14
0.78,Ideal,I,VS2,59.8,58,2652,5.98,6.02,3.59
1.01,Very Good,H,SI1,62.7,58,4743,6.36,6.34,3.98
0.42,Good,I,VVS1,59.2,61,867,4.88,4.91,2.9
1.03,Ideal,G,SI1,62.5,57,5337,6.4,6.49,4.03
0.9,Good,G,VS1,63.9,60,4479,6.09,6.14,3.91
0.3,Very Good,H,VS2,61.1,61,473,4.29,4.32,2.63
1.06,Ideal,H,SI2,59.9,58,4749,6.67,6.63,3.98
0.52,Premium,G,VVS2,61,58,1707,5.15,5.21,3.16
1.17,Very Good,H,SI2,62.7,56,4826,6.68,6.74,4.21
0.38,Very Good,D,VS2,58.7,61,871,4.74,4.77,2.79
0.5,Good,E,SI2,58.2,59,1098,5.24,5.27,3.06
0.33,Ideal,G,VVS2,61.7,56,965,4.46,4.42,2.74
0.7,Good,H,VVS2,61.4,64,2475,5.73,5.61,3.48
1.51,Very Good,J,VVS2,62.9,58,8770,7.21,7.33,4.57
0.9,Premium,H,VS2,62.1,58,3989,6.16,6.2,3.84
0.53,Ideal,D,VS2,61.4,56,1956,5.23,5.2,3.2
0.4,Good,F,SI1,63.6,56,882,4.68,4.63,2.96
1.49,Fair,H,I1,66.9,61,6425,6.93,6.89,4.62
1.13,Premium,H,SI1,60.1,60,5050,6.77,6.73,4.06
0.39,Premium,G,IF,59.8,55,1271,4.84,4.77,2.87
0.5,Good,D,VS2,63.4,56,1635,5.05,5.1,3.22
0.23,Very Good,E,VVS2,62.7,55,505,3.9,3.95,2.46
0.35,Premium,E,VS1,60.8,58,829,4.55,4.58,2.78
1.05,Ideal,F,VVS1,62.7,57,9784,6.5,6.41,4.05
1.43,Very Good,D,SI1,63.5,56,9450,7.24,7.09,4.55
0.3,Premium,E,SI1,59.5,58,675,4.42,4.39,2.62
0.7,Good,G,VS1,64.3,57,2625,5.59,5.64,3.61
0.33,Ideal,G,VS2,61.2,55,743,4.49,4.46,2.74
1.51,Very Good,F,VS1,59.6,63,14673,7.34,7.43,4.4
0.31,Very Good,I,VS2,60.8,60,435,4.37,4.42,2.67
1.53,Premium,J,VVS1,61.6,58,9322,7.4,7.37,4.55
0.56,Very Good,D,SI1,62.5,58,1578,5.23,5.27,3.28
0.5,Premium,E,VS2,61.8,58,1624,5.07,5.09,3.14
0.39,Good,I,VS1,63.1,58,737,4.68,4.61,2.93
0.76,Ideal,G,VS1,61.3,54,3648,5.88,5.94,3.62
0.57,Ideal,H,SI2,62.3,56,1077,5.31,5.28,3.3
0.54,Ideal,E,SI1,60.6,58,1440,5.27,5.29,3.2
1.9,Very Good,J,SI1,59.2,58,9540,8.1,8.21,4.83
0.73,Ideal,H,VS1,61.9,55,2919,5.79,5.76,3.58
0.4,Ideal,D,VVS1,61.8,55,1754,4.72,4.76,2.93
0.9,Very Good,H,VVS2,62.9,58,4186,6.1,6.15,3.85
2.08,Very Good,H,SI2,59,59,15696,8.37,8.41,4.95
0.51,Ideal,E,SI1,62.7,55,1546,5.1,5.07,3.19
0.5,Good,E,SI2,63.2,61,1000,5.02,5.05,3.18
0.81,Very Good,I,VS2,62.6,59.7,2444,5.86,5.92,3.69
1.4,Very Good,G,VS1,62.6,58,11262,7.03,7.07,4.41
1.46,Premium,I,SI2,62.4,59,5519,7.21,7.16,4.49
0.7,Ideal,F,VS1,62.5,56,2726,5.7,5.73,3.57
1,Very Good,F,SI2,61.3,61,4372,6.36,6.39,3.91
1.2,Good,I,SI1,65,59,5040,6.51,6.57,4.25
0.53,Ideal,D,VS1,61.5,55,1813,5.19,5.22,3.2
0.51,Good,E,VS2,61.1,65,1424,5.14,5.11,3.13
2.15,Ideal,I,SI1,62.5,57,14534,8.2,8.16,5.11
0.7,Fair,E,VS1,64.5,57,2964,5.59,5.55,3.59
0.51,Premium,F,VVS2,61.9,56,2310,5.17,5.13,3.19
0.3,Very Good,D,VVS2,59.3,57,719,4.39,4.41,2.61
0.21,Premium,D,VS2,59.1,62,386,3.89,3.86,2.29
0.53,Ideal,G,VS1,61.3,57,1922,5.18,5.22,3.19
0.3,Good,G,VVS2,63.6,57,684,4.26,4.3,2.72
1.01,Very Good,H,SI2,63.9,56,4023,6.29,6.38,4.05
1,Good,H,VS2,56.9,63,5208,6.6,6.57,3.75
0.32,Ideal,F,VS1,61.9,56,702,4.36,4.4,2.71
0.3,Ideal,F,SI1,62.1,55,475,4.31,4.35,2.69
1.39,Ideal,G,IF,60.6,55,13061,7.27,7.21,4.39
0.53,Ideal,F,VS2,61.2,56,1655,5.22,5.25,3.2
1.05,Premium,G,SI2,61.6,60,4318,6.56,6.49,4.02
0.9,Ideal,F,VS2,62.3,57,5160,6.18,6.21,3.86
0.7,Ideal,D,VS1,61.9,57,3093,5.69,5.72,3.53
1.01,Very Good,G,VS2,59.2,59,5999,6.52,6.59,3.88
1.05,Good,H,VS2,63.7,58,5592,6.45,6.4,4.09
0.9,Good,J,VVS2,57.4,61,3193,6.42,6.37,3.67
1.01,Premium,G,SI1,62.8,59,4338,6.33,6.29,3.96
1,Good,H,VS2,63.6,57,4305,6.35,6.26,4.01
0.38,Ideal,G,VVS1,61.6,57,1140,4.73,4.65,2.89
1.83,Premium,E,SI2,62,57,12492,7.89,7.81,4.87
1,Fair,E,SI2,65.9,62,4265,6.09,6.02,3.99
3.04,Premium,I,SI2,59.3,60,18559,9.51,9.46,5.62
2,Fair,H,VS2,65.2,56,12765,7.92,7.87,5.15
1.05,Premium,J,VS1,62.7,61,3822,6.58,6.49,4.09
1.01,Ideal,F,VS2,62,56,6416,6.46,6.51,4.02
0.33,Ideal,I,VVS2,61,56,722,4.48,4.51,2.74
0.46,Very Good,F,SI2,61.5,56,809,4.98,5.01,3.07
2.14,Premium,I,VS2,60.7,59,17038,8.28,8.33,5.04
0.7,Fair,I,VS2,66.1,56,1814,5.53,5.48,3.64
1.02,Good,E,VS2,63.2,60,6462,6.29,6.34,3.99
0.71,Very Good,G,VS2,62.1,58,2649,5.69,5.77,3.56
1.44,Premium,G,VS2,59.5,61,11032,7.38,7.3,4.37
1.71,Premium,F,VS2,60.8,58,16779,7.79,7.7,4.71
0.7,Ideal,E,VS2,62.5,55,2693,5.73,5.7,3.57
0.34,Premium,I,VVS2,61.3,57,765,4.52,4.49,2.76
0.58,Ideal,E,VS2,61.7,57,1809,5.42,5.35,3.32
0.42,Ideal,D,VS2,62.4,55,877,4.79,4.83,3
0.55,Ideal,G,VS1,61.5,56.7,1902,5.25,5.28,3.24
0.5,Ideal,G,SI1,62.5,57,1240,5.09,5.05,3.17
0.27,Very Good,G,VS1,61,54,439,4.19,4.21,2.56
0.31,Good,G,VVS1,58,62,761,4.42,4.47,2.58
1.01,Very Good,F,SI2,63.2,58,4299,6.43,6.3,4.02
0.86,Ideal,E,SI2,60,56,3478,6.22,6.24,3.74
0.31,Ideal,I,SI1,60.8,56,436,4.38,4.41,2.67
0.72,Ideal,I,VVS1,61.3,57,2678,5.77,5.75,3.53
0.76,Premium,H,VVS1,60.7,58,3311,5.9,5.93,3.59
0.54,Ideal,E,SI1,60.3,57,1777,5.28,5.3,3.19
0.77,Premium,E,SI1,61.7,58,2988,5.86,5.9,3.63
1.07,Good,G,SI1,63.1,59,4861,6.45,6.49,4.08
0.93,Good,D,SI2,63.4,59,3540,6.15,6.18,3.91
0.3,Ideal,F,VS2,62.9,57,776,4.29,4.27,2.69
1,Good,J,VVS2,63.7,57,3265,6.34,6.31,4.03
0.32,Good,I,SI2,63.4,56,374,4.34,4.37,2.76
0.33,Premium,G,VS2,61.9,59,579,4.4,4.46,2.74
0.51,Very Good,D,SI1,61,60,1569,5.15,5.18,3.15
0.7,Very Good,E,SI1,59.6,63,2396,5.72,5.65,3.39
1.11,Ideal,H,SI2,62.7,57,4662,6.66,6.59,4.14
0.89,Good,F,SI1,64.3,55,3663,6.12,6.01,3.9
1.01,Very Good,G,VVS2,63,59,7234,6.25,6.38,3.98
0.42,Premium,F,SI1,60,59,773,4.85,4.88,2.92
0.91,Premium,I,VS1,59.5,62,3620,6.3,6.24,3.73
0.36,Ideal,E,SI1,60.9,57,597,4.58,4.62,2.8
2.21,Premium,H,SI2,59,59,13872,8.51,8.46,5.01
0.3,Very Good,G,VVS1,62.1,56,789,4.29,4.31,2.67
0.3,Ideal,I,VVS1,62.1,54,540,4.29,4.31,2.67
0.4,Good,G,SI1,63.2,58,655,4.61,4.7,2.94
1.01,Ideal,F,SI2,60.5,57,4497,6.53,6.49,3.94
0.9,Good,H,VVS1,63.8,59,4763,6.13,6.09,3.9
1.12,Ideal,D,I1,60.6,55,4139,6.73,6.76,4.09
2.05,Premium,I,VS1,60.6,60,17640,8.21,8.18,4.97
0.52,Ideal,F,VS1,62.3,55,1778,5.16,5.21,3.23
0.2,Premium,E,VS2,61.1,59,367,3.81,3.78,2.32
0.77,Fair,D,SI2,65.1,63,1651,5.71,5.65,3.7
1.52,Ideal,I,SI2,61.7,57,7582,7.38,7.41,4.56
0.34,Ideal,D,SI1,62.3,57,626,4.44,4.48,2.78
0.39,Very Good,H,VVS2,62.4,57,784,4.67,4.7,2.92
1,Very Good,I,SI1,58.5,61,4649,6.51,6.55,3.82
0.5,Premium,F,VVS2,61.9,58,2052,5.07,5.1,3.15
0.32,Premium,G,SI1,59.6,60,477,4.43,4.46,2.65
0.37,Premium,E,SI1,61.8,58,833,4.64,4.59,2.85
1.36,Premium,I,SI2,62.7,58,5856,7.01,7.08,4.42
0.31,Ideal,G,VVS1,61.3,60,710,4.33,4.38,2.67
0.5,Ideal,F,VS1,61.6,57,1695,5.07,5.09,3.13
0.32,Ideal,E,VVS1,60.9,57,1020,4.45,4.42,2.7
1.22,Premium,I,VS1,61.1,58,6121,6.91,6.84,4.2
0.4,Ideal,G,VVS1,61.5,57,1059,4.74,4.79,2.93
0.91,Very Good,E,VS1,61.8,60,5530,6.17,6.2,3.82
0.3,Ideal,D,VS2,62.5,55,911,4.31,4.3,2.69
0.3,Ideal,D,VS2,62.8,57,911,4.29,4.25,2.68
0.59,Very Good,E,SI2,63.8,57,1286,5.31,5.34,3.4
0.4,Premium,F,SI1,62.3,60,945,4.74,4.7,2.94
0.35,Ideal,E,VS2,61.6,56,767,4.52,4.54,2.79
0.71,Premium,I,VS2,62.9,60,2362,5.66,5.62,3.55
0.31,Good,G,SI1,63.2,54,462,4.31,4.33,2.73
0.3,Premium,E,SI1,60.6,58,675,4.34,4.3,2.62
1.02,Ideal,I,VS2,62.7,56,4281,6.37,6.43,4.01
0.29,Very Good,G,VVS2,62.2,55,541,4.24,4.27,2.64
1.5,Very Good,F,VS2,59.1,59,16048,7.45,7.48,4.41
0.4,Very Good,G,SI1,60,63,900,4.8,4.76,2.87
0.83,Premium,F,VS2,60.2,60,3495,6.09,6.04,3.65
0.72,Ideal,H,VVS2,62.3,56,2752,5.74,5.81,3.6
2.01,Good,I,VS2,62.4,62,16304,7.91,7.99,4.96
0.57,Ideal,H,SI1,61.8,55,1292,5.31,5.37,3.3
0.4,Premium,I,SI2,60.5,58,702,4.82,4.76,2.9
1,Premium,J,I1,58.3,58,1681,6.61,6.51,3.82
0.52,Ideal,D,SI2,61,56,1158,5.17,5.22,3.17
0.34,Ideal,G,VS2,62.7,55,765,4.49,4.48,2.81
0.81,Ideal,F,SI1,62.3,55,3481,5.96,6,3.72
0.42,Ideal,D,SI2,62,54,660,4.8,4.85,2.99
